Match_Id,Match_Date,Team_Name_Id,Opponent_Team_Id,Season_Id,Venue_Name,Toss_Winner_Id,Toss_Decision,IS_Superover,IS_Result,Is_DuckWorthLewis,Win_Type,Won_By,Match_Winner_Id,Man_Of_The_Match_Id,First_Umpire_Id,Second_Umpire_Id,City_Name,Host_Country,Inning_1_Score,Inning_2_Score,Batting_first_team,Batting_second_team
729300,22-Apr-14,4,11,7,Sharjah Cricket Stadium,11,field,0,1,0,by runs,72,4,305,481,489,Abu Dhabi,U.A.E,193,121,4,11
729302,23-Apr-14,5,3,7,Dubai International Cricket Stadium,5,field,0,1,0,by runs,7,3,35,482,501,Abu Dhabi,U.A.E,140,133,3,5
729304,24-Apr-14,2,1,7,Sharjah Cricket Stadium,2,field,0,1,0,by runs,2,1,336,472,496,Abu Dhabi,U.A.E,150,148,1,2
729306,25-Apr-14,11,6,7,Dubai International Cricket Stadium,11,bat,0,1,0,by runs,4,11,254,481,489,Abu Dhabi,U.A.E,184,180,11,6
729308,25-Apr-14,3,7,7,Dubai International Cricket Stadium,7,bat,0,1,0,by wickets,7,3,364,474,481,Abu Dhabi,U.A.E,141,142,7,3
729310,26-Apr-14,5,2,7,Sheikh Zayed Stadium,5,field,0,1,0,by wickets,6,5,370,482,499,Abu Dhabi,U.A.E,70,71,2,5
729312,26-Apr-14,1,4,7,Sheikh Zayed Stadium,1,field,0,1,0,by runs,23,4,367,482,501,Abu Dhabi,U.A.E,132,109,4,1
729314,27-Apr-14,6,7,7,Sharjah Cricket Stadium,7,bat,0,1,0,by wickets,6,6,185,472,496,Abu Dhabi,U.A.E,125,121,7,6
729316,27-Apr-14,11,3,7,Sharjah Cricket Stadium,11,bat,0,1,0,by wickets,5,3,147,495,496,Abu Dhabi,U.A.E,145,146,11,3
729318,28-Apr-14,4,2,7,Dubai International Cricket Stadium,4,field,0,1,0,by wickets,5,4,367,474,489,Abu Dhabi,U.A.E,124,127,2,4
729320,29-Apr-14,1,5,7,Sheikh Zayed Stadium,5,bat,1,1,0,Tie,,5,310,472,495,Abu Dhabi,U.A.E,152,152,5,1
729322,30-Apr-14,7,11,7,Dubai International Cricket Stadium,7,field,0,1,0,by runs,15,11,299,482,481,Abu Dhabi,U.A.E,172,157,11,7
733976,2-May-14,3,1,7,JSCA International Stadium Complex,3,bat,0,1,0,by runs,34,3,35,495,500,Ranchi,India,148,114,3,1
733978,3-May-14,7,4,7,Wankhede Stadium,4,bat,0,1,0,by wickets,5,7,372,497,499,Mumbai,India,168,170,4,7
733980,3-May-14,6,5,7,Feroz Shah Kotla,5,field,0,1,0,by wickets,7,5,339,485,489,Delhi,India,152,156,6,5
733982,4-May-14,2,11,7,M Chinnaswamy Stadium,2,field,0,1,0,by wickets,4,2,110,482,496,Bangalore,India,155,158,11,2
733984,5-May-14,5,1,7,"Sardar Patel Stadium, Motera",1,field,0,1,0,by runs,10,5,370,500,498,Ahmedabad,India,170,160,5,1
733986,5-May-14,6,3,7,Feroz Shah Kotla,3,field,0,1,0,by wickets,8,3,147,502,497,Delhi,India,178,181,6,3
733988,6-May-14,7,2,7,Wankhede Stadium,2,field,0,1,0,by runs,19,7,57,489,503,Mumbai,India,187,168,7,2
733990,7-May-14,6,1,7,Feroz Shah Kotla,6,bat,0,1,0,by wickets,8,1,40,497,499,Delhi,India,160,161,6,1
733992,7-May-14,4,3,7,Barabati Stadium,3,field,0,1,0,by runs,44,4,305,482,506,Cuttack,India,231,187,4,3
733994,8-May-14,5,11,7,"Sardar Patel Stadium, Motera",5,field,0,1,0,by runs,32,11,299,495,500,Ahmedabad,India,134,102,11,5
733996,9-May-14,2,4,7,M Chinnaswamy Stadium,2,field,0,1,0,by runs,32,4,367,489,503,Bangalore,India,198,166,4,2
733998,10-May-14,6,11,7,Feroz Shah Kotla,11,field,0,1,1,by wickets,8,11,94,502,497,Delhi,India,143,44,6,11
734000,10-May-14,7,3,7,Wankhede Stadium,3,field,0,1,0,by wickets,4,3,147,482,496,Mumbai,India,157,160,7,3
734002,11-May-14,4,1,7,Barabati Stadium,1,field,0,1,0,by wickets,9,1,40,500,498,Cuttack,India,149,150,4,1
734004,11-May-14,2,5,7,M Chinnaswamy Stadium,2,bat,0,1,0,by wickets,5,5,310,489,518,Bangalore,India,190,191,2,5
734006,12-May-14,11,7,7,"Rajiv Gandhi International Stadium, Uppal",11,bat,0,1,0,by wickets,7,7,208,482,496,Hyderabad,India,157,160,11,7
734008,13-May-14,3,5,7,JSCA International Stadium Complex,5,bat,0,1,0,by wickets,5,3,35,497,499,Ranchi,India,148,149,5,3
734010,13-May-14,2,6,7,M Chinnaswamy Stadium,6,field,0,1,0,by runs,16,2,27,503,518,Bangalore,India,186,170,2,6
734012,14-May-14,11,4,7,"Rajiv Gandhi International Stadium, Uppal",4,field,0,1,0,by wickets,6,4,62,496,506,Hyderabad,India,205,211,11,4
734014,14-May-14,1,7,7,Barabati Stadium,1,field,0,1,0,by wickets,6,1,46,495,500,Cuttack,India,141,142,7,1
734016,15-May-14,5,6,7,"Sardar Patel Stadium, Motera",6,field,0,1,0,by runs,62,5,85,489,518,Ahmedabad,India,201,139,5,6
734018,18-May-14,3,2,7,JSCA International Stadium Complex,3,bat,0,1,0,by wickets,5,2,110,497,499,Ranchi,India,138,142,3,2
734020,18-May-14,11,1,7,"Rajiv Gandhi International Stadium, Uppal",11,bat,0,1,0,by wickets,7,1,232,500,498,Hyderabad,India,142,146,11,1
734022,19-May-14,5,7,7,"Sardar Patel Stadium, Motera",7,bat,0,1,0,by runs,25,7,19,489,518,Ahmedabad,India,178,153,7,5
734024,19-May-14,6,4,7,Feroz Shah Kotla,4,field,0,1,0,by wickets,4,4,374,482,506,Delhi,India,164,165,6,4
734026,20-May-14,11,2,7,"Rajiv Gandhi International Stadium, Uppal",2,bat,0,1,0,by wickets,7,11,187,495,500,Hyderabad,India,160,161,2,11
734028,20-May-14,1,3,7,Eden Gardens,1,field,0,1,0,by wickets,8,1,46,502,499,Kolkata,India,154,156,3,1
734030,21-May-14,4,7,7,"Punjab Cricket Association Stadium, Mohali",7,field,0,1,0,by wickets,7,7,383,482,496,Chandigarh,India,156,159,4,7
734032,22-May-14,1,2,7,Eden Gardens,2,field,0,1,0,by runs,30,1,46,495,498,Kolkata,India,195,165,1,2
734034,22-May-14,3,11,7,JSCA International Stadium Complex,11,field,0,1,0,by wickets,6,11,187,497,499,Ranchi,India,185,189,3,11
734036,23-May-14,7,6,7,Wankhede Stadium,6,field,0,1,0,by runs,15,7,19,489,518,Mumbai,India,173,158,7,6
734038,23-May-14,4,5,7,"Punjab Cricket Association Stadium, Mohali",5,field,0,1,0,by runs,16,4,100,482,506,Chandigarh,India,179,163,4,5
734040,24-May-14,2,3,7,M Chinnaswamy Stadium,3,field,0,1,0,by wickets,8,3,20,495,500,Bangalore,India,154,160,2,3
734042,24-May-14,1,11,7,Eden Gardens,1,field,0,1,0,by wickets,4,1,31,502,497,Kolkata,India,160,161,11,1
734044,25-May-14,4,6,7,"Punjab Cricket Association Stadium, Mohali",4,field,0,1,0,by wickets,7,4,345,482,496,Chandigarh,India,115,119,6,4
734046,25-May-14,7,5,7,Wankhede Stadium,7,field,0,1,0,by wickets,5,7,372,503,518,Mumbai,India,189,195,5,7
734048,27-May-14,4,1,7,Eden Gardens,4,field,0,1,0,by runs,28,1,232,500,489,Kolkata,India,163,135,1,4
734050,28-May-14,3,7,7,Brabourne Stadium,3,field,0,1,0,by wickets,7,3,21,496,497,Mumbai,India,173,176,7,3
734052,30-May-14,3,4,7,Wankhede Stadium,3,field,0,1,0,by runs,24,4,41,482,518,Mumbai,India,226,202,4,3
734054,1-Jun-14,1,4,7,M Chinnaswamy Stadium,1,field,0,1,0,by wickets,3,1,96,482,497,Bangalore,India,199,200,4,1
829710,8-Apr-15,1,7,8,Eden Gardens,1,field,0,1,0,by wickets,7,1,190,489,499,Kolkata,India,168,170,7,1
829712,9-Apr-15,3,6,8,"MA Chidambaram Stadium, Chepauk",6,field,0,1,0,by runs,1,3,73,501,496,Chennai,India,150,149,3,6
829714,10-Apr-15,4,5,8,Maharashtra Cricket Association Stadium,4,field,0,1,0,by runs,26,5,310,504,505,Pune,India,162,136,5,4
829716,11-Apr-15,3,11,8,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,45,3,2,501,496,Chennai,India,209,164,3,11
829718,11-Apr-15,1,2,8,Eden Gardens,2,field,0,1,0,by wickets,3,2,162,489,499,Kolkata,India,177,179,1,2
829720,12-Apr-15,6,5,8,Feroz Shah Kotla,5,field,0,1,0,by wickets,3,5,394,504,505,Delhi,India,184,186,6,5
829722,12-Apr-15,7,4,8,Wankhede Stadium,7,field,0,1,0,by runs,18,4,197,495,520,Mumbai,India,177,159,4,7
829724,13-Apr-15,2,11,8,M Chinnaswamy Stadium,11,field,0,1,0,by wickets,8,11,187,502,501,Bangalore,India,166,172,2,11
829726,14-Apr-15,5,7,8,"Sardar Patel Stadium, Motera",7,bat,0,1,0,by wickets,7,5,306,495,504,Ahmedabad,India,164,165,7,5
829728,30-Apr-15,1,3,8,Eden Gardens,1,field,0,1,0,by wickets,7,1,334,495,481,Kolkata,India,165,169,3,1
829730,15-Apr-15,4,6,8,Maharashtra Cricket Association Stadium,4,bat,0,1,0,by wickets,5,6,260,505,503,Pune,India,165,169,4,6
829732,16-Apr-15,11,5,8,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,5,field,0,1,0,by wickets,6,5,85,506,489,Visakhapatnam,India,127,131,11,5
829734,17-Apr-15,7,3,8,Wankhede Stadium,7,bat,0,1,0,by wickets,6,3,73,495,481,Mumbai,India,183,189,7,3
829736,18-Apr-15,11,6,8,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,6,bat,0,1,0,by runs,4,6,154,506,489,Visakhapatnam,India,167,163,6,11
829738,18-Apr-15,4,1,8,Maharashtra Cricket Association Stadium,1,field,0,1,0,by wickets,4,1,334,504,498,Pune,India,155,159,4,1
829740,19-Apr-15,5,3,8,"Sardar Patel Stadium, Motera",3,bat,0,1,0,by wickets,8,5,85,495,481,Ahmedabad,India,156,157,3,5
829742,19-Apr-15,2,7,8,M Chinnaswamy Stadium,2,field,0,1,0,by runs,18,7,50,501,496,Bangalore,India,209,191,7,2
829744,20-Apr-15,6,1,8,Feroz Shah Kotla,1,field,0,1,0,by wickets,6,1,232,504,505,Delhi,India,146,147,6,1
829746,21-Apr-15,5,4,8,"Sardar Patel Stadium, Motera",4,field,1,1,0,Tie,,4,100,481,489,Ahmedabad,India,191,191,5,4
829748,22-Apr-15,11,1,8,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,field,0,1,1,by runs,16,11,187,501,496,Visakhapatnam,India,176,101,11,1
829750,22-Apr-15,2,3,8,M Chinnaswamy Stadium,2,field,0,1,0,by runs,27,3,21,494,499,Bangalore,India,181,154,3,2
829752,23-Apr-15,6,7,8,Feroz Shah Kotla,7,field,0,1,0,by runs,37,6,393,504,498,Delhi,India,190,153,6,7
829754,24-Apr-15,5,2,8,"Sardar Patel Stadium, Motera",2,field,0,1,0,by wickets,9,2,378,481,489,Ahmedabad,India,130,134,5,2
829756,25-Apr-15,7,11,8,Wankhede Stadium,7,bat,0,1,0,by runs,20,7,194,482,505,Mumbai,India,157,137,7,11
829758,25-Apr-15,3,4,8,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,97,3,2,494,499,Chennai,India,192,95,3,4
829762,26-Apr-15,6,2,8,Feroz Shah Kotla,2,field,0,1,0,by wickets,10,2,296,481,489,Delhi,India,95,99,6,2
829764,27-Apr-15,4,11,8,"Punjab Cricket Association Stadium, Mohali",4,field,0,1,0,by runs,20,11,458,482,505,Chandigarh,India,150,130,11,4
829766,7-May-15,1,6,8,Eden Gardens,1,bat,0,1,0,by runs,13,1,67,495,481,Kolkata,India,171,158,1,6
829770,28-Apr-15,3,1,8,"MA Chidambaram Stadium, Chepauk",1,field,0,1,0,by runs,2,3,71,502,496,Chennai,India,134,132,3,1
829772,1-May-15,6,4,8,Feroz Shah Kotla,6,field,0,1,0,by wickets,9,6,371,501,489,Delhi,India,118,119,4,6
829774,1-May-15,7,5,8,Wankhede Stadium,5,field,0,1,0,by runs,8,7,208,482,498,Mumbai,India,187,179,7,5
829776,2-May-15,2,1,8,M Chinnaswamy Stadium,2,field,0,1,0,by wickets,7,2,236,494,506,Bangalore,India,111,115,1,2
829778,2-May-15,11,3,8,"Rajiv Gandhi International Stadium, Uppal",3,field,0,1,0,by runs,22,11,187,495,520,Hyderabad,India,192,170,11,3
829780,3-May-15,4,7,8,"Punjab Cricket Association Stadium, Mohali",7,bat,0,1,0,by runs,23,7,383,501,496,Chandigarh,India,172,149,7,4
829782,3-May-15,5,6,8,Brabourne Stadium,6,field,0,1,0,by runs,14,5,85,482,505,Mumbai,India,189,175,5,6
829784,4-May-15,3,2,8,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,24,3,21,499,503,Chennai,India,148,124,3,2
829786,4-May-15,1,11,8,Eden Gardens,11,field,0,1,0,by runs,35,1,232,495,481,Kolkata,India,167,132,1,11
829788,5-May-15,7,6,8,Wankhede Stadium,6,bat,0,1,0,by wickets,5,7,50,482,505,Mumbai,India,152,153,6,7
829790,6-May-15,2,4,8,M Chinnaswamy Stadium,4,field,0,1,0,by runs,138,2,162,501,496,Bangalore,India,226,88,2,4
829792,7-May-15,5,11,8,Brabourne Stadium,5,field,0,1,0,by runs,7,11,216,494,499,Mumbai,India,201,194,11,5
829794,8-May-15,3,7,8,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by wickets,6,7,400,505,498,Chennai,India,158,159,3,7
829796,9-May-15,1,4,8,Eden Gardens,4,bat,0,1,0,by wickets,1,1,334,495,482,Kolkata,India,183,184,4,1
829798,9-May-15,6,11,8,Shaheed Veer Narayan Singh International Stadium,11,bat,0,1,0,by runs,6,11,163,496,489,Raipur,India,163,157,11,6
829800,10-May-15,7,2,8,Wankhede Stadium,2,bat,0,1,0,by runs,39,2,110,494,499,Mumbai,India,235,196,2,7
829802,10-May-15,3,5,8,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,12,3,35,481,498,Chennai,India,157,145,3,5
829804,11-May-15,11,4,8,"Rajiv Gandhi International Stadium, Uppal",11,bat,0,1,0,by runs,5,11,187,495,482,Hyderabad,India,185,180,11,4
829806,12-May-15,6,3,8,Shaheed Veer Narayan Singh International Stadium,3,bat,0,1,0,by wickets,6,6,15,501,496,Raipur,India,119,120,3,6
829808,13-May-15,4,2,8,"Punjab Cricket Association Stadium, Mohali",2,field,0,1,0,by runs,22,4,374,494,499,Chandigarh,India,106,84,4,2
829810,14-May-15,7,1,8,Wankhede Stadium,1,field,0,1,0,by runs,5,7,400,501,496,Mumbai,India,171,166,7,1
829812,15-May-15,11,2,8,"Rajiv Gandhi International Stadium, Uppal",11,bat,0,1,1,by wickets,6,2,8,495,482,Hyderabad,India,135,83,11,2
829814,16-May-15,4,3,8,"Punjab Cricket Association Stadium, Mohali",4,bat,0,1,0,by wickets,7,3,322,498,499,Chandigarh,India,130,134,4,3
829816,16-May-15,5,1,8,Brabourne Stadium,5,bat,0,1,0,by runs,9,5,32,502,501,Mumbai,India,199,190,5,1
829818,17-May-15,2,6,8,M Chinnaswamy Stadium,2,field,0,0,0,No Result,,,,482,520,Bangalore,India,187,2,6,2
829820,17-May-15,11,7,8,"Rajiv Gandhi International Stadium, Uppal",11,bat,0,1,0,by wickets,9,7,403,505,503,Hyderabad,India,113,114,11,7
829822,19-May-15,3,7,8,Wankhede Stadium,7,bat,0,1,0,by runs,25,7,221,482,501,Mumbai,India,187,162,7,3
829824,20-May-15,2,5,8,Maharashtra Cricket Association Stadium,2,bat,0,1,0,by runs,71,2,110,495,499,Pune,India,180,109,2,5
829826,22-May-15,3,2,8,JSCA International Stadium Complex,3,field,0,1,0,by wickets,3,3,73,495,505,Ranchi,India,139,140,2,3
829828,24-May-15,7,3,8,Eden Gardens,3,field,0,1,0,by runs,41,7,57,482,501,Kolkata,India,202,161,7,3
980906,9-Apr-16,7,12,9,Wankhede Stadium,7,bat,0,1,0,by wickets,9,12,85,482,498,Mumbai,India,121,126,7,12
980908,10-Apr-16,1,6,9,Eden Gardens,1,field,0,1,0,by wickets,9,1,334,489,499,Kolkata,India,98,99,6,1
980910,11-Apr-16,4,13,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",13,field,0,1,0,by wickets,5,13,254,495,496,Chandigarh,India,161,162,4,13
980912,12-Apr-16,2,11,9,M Chinnaswamy Stadium,11,field,0,1,0,by runs,45,2,110,482,521,Bangalore,India,227,182,2,11
980914,13-Apr-16,1,7,9,Eden Gardens,7,field,0,1,0,by wickets,6,7,57,507,489,Kolkata,India,187,188,1,7
980916,14-Apr-16,13,12,9,Saurashtra Cricket Association Stadium,12,bat,0,1,0,by wickets,7,13,254,496,498,Rajkot,India,163,164,12,13
980918,15-Apr-16,6,4,9,Feroz Shah Kotla,6,field,0,1,0,by wickets,8,6,136,489,499,Delhi,India,111,113,4,6
980920,16-Apr-16,11,1,9,"Rajiv Gandhi International Stadium, Uppal",11,bat,0,1,0,by wickets,8,1,40,495,498,Hyderabad,India,142,146,11,1
980922,16-Apr-16,7,13,9,Wankhede Stadium,13,field,0,1,0,by wickets,3,13,254,482,521,Mumbai,India,143,147,7,13
980924,17-Apr-16,4,12,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",12,bat,0,1,0,by wickets,6,4,345,489,499,Chandigarh,India,152,153,12,4
980926,17-Apr-16,2,6,9,M Chinnaswamy Stadium,6,field,0,1,0,by wickets,7,6,355,496,511,Bangalore,India,191,192,2,6
980928,18-Apr-16,11,7,9,"Rajiv Gandhi International Stadium, Uppal",11,field,0,1,0,by wickets,7,11,187,482,521,Hyderabad,India,142,145,7,11
980930,19-Apr-16,4,1,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,field,0,1,0,by wickets,6,1,46,489,499,Chandigarh,India,138,141,4,1
980932,20-Apr-16,7,2,9,Wankhede Stadium,7,field,0,1,0,by wickets,6,7,57,495,498,Mumbai,India,170,171,2,7
980934,21-Apr-16,13,11,9,Saurashtra Cricket Association Stadium,11,field,0,1,0,by wickets,10,11,299,508,482,Rajkot,India,135,137,13,11
980936,22-Apr-16,12,2,9,Maharashtra Cricket Association Stadium,12,field,0,1,0,by runs,13,2,110,505,521,Pune,India,185,172,2,12
980938,23-Apr-16,6,7,9,Feroz Shah Kotla,7,field,0,1,0,by runs,10,6,351,489,499,Delhi,India,164,154,6,7
980940,23-Apr-16,11,4,9,"Rajiv Gandhi International Stadium, Uppal",11,field,0,1,0,by wickets,5,11,460,495,498,Hyderabad,India,143,146,4,11
980942,24-Apr-16,13,2,9,Saurashtra Cricket Association Stadium,2,bat,0,1,0,by wickets,6,13,8,508,497,Rajkot,India,180,182,2,13
980944,24-Apr-16,12,1,9,Maharashtra Cricket Association Stadium,1,field,0,1,0,by wickets,2,1,308,505,511,Pune,India,160,162,12,1
980946,25-Apr-16,4,7,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",4,field,0,1,0,by runs,25,7,17,507,518,Chandigarh,India,189,164,7,4
980948,26-Apr-16,11,12,9,"Rajiv Gandhi International Stadium, Uppal",12,field,0,1,1,by runs,34,12,106,509,498,Hyderabad,India,118,94,11,12
980950,27-Apr-16,6,13,9,Feroz Shah Kotla,6,field,0,1,0,by runs,1,13,350,481,489,Delhi,India,172,171,13,6
980952,28-Apr-16,7,1,9,Wankhede Stadium,7,field,0,1,0,by wickets,6,7,57,507,518,Mumbai,India,174,178,1,7
980954,29-Apr-16,12,13,9,Maharashtra Cricket Association Stadium,13,field,0,1,0,by wickets,3,13,147,505,497,Pune,India,195,196,12,13
980956,30-Apr-16,6,1,9,Feroz Shah Kotla,1,field,0,1,0,by runs,27,6,408,510,481,Delhi,India,186,159,6,1
980958,30-Apr-16,11,2,9,"Rajiv Gandhi International Stadium, Uppal",2,field,0,1,0,by runs,15,11,187,495,482,Hyderabad,India,194,179,11,2
980960,1-May-16,13,4,9,Saurashtra Cricket Association Stadium,13,field,0,1,0,by runs,23,4,374,497,521,Rajkot,India,154,131,4,13
980962,1-May-16,12,7,9,Maharashtra Cricket Association Stadium,7,field,0,1,0,by wickets,8,7,57,509,518,Pune,India,159,161,12,7
980964,2-May-16,2,1,9,M Chinnaswamy Stadium,1,field,0,1,0,by wickets,5,1,334,481,489,Bangalore,India,185,189,2,1
980966,3-May-16,13,6,9,Saurashtra Cricket Association Stadium,6,field,0,1,0,by wickets,8,6,420,505,497,Rajkot,India,149,150,13,6
980968,4-May-16,1,4,9,Eden Gardens,4,field,0,1,0,by runs,7,1,334,495,482,Kolkata,India,164,157,1,4
980970,5-May-16,6,12,9,Feroz Shah Kotla,12,field,0,1,0,by wickets,7,12,85,499,518,Delhi,India,162,166,6,12
980972,6-May-16,11,13,9,"Rajiv Gandhi International Stadium, Uppal",11,field,0,1,0,by wickets,5,11,299,481,489,Hyderabad,India,126,129,13,11
980974,7-May-16,2,12,9,M Chinnaswamy Stadium,2,field,0,1,0,by wickets,7,2,8,505,497,Bangalore,India,191,195,12,2
980976,7-May-16,4,6,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",6,field,0,1,0,by runs,9,4,409,482,498,Chandigarh,India,181,172,4,6
980978,8-May-16,7,11,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,7,field,0,1,0,by runs,85,11,73,489,499,Visakhapatnam,India,177,92,11,7
980980,8-May-16,1,13,9,Eden Gardens,13,field,0,1,0,by wickets,5,13,14,481,518,Kolkata,India,158,164,1,13
980982,9-May-16,4,2,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",4,field,0,1,0,by runs,1,2,32,495,482,Chandigarh,India,175,174,2,4
980984,10-May-16,12,11,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,11,bat,0,1,0,by runs,4,11,430,505,521,Visakhapatnam,India,137,133,11,12
980986,11-May-16,2,7,9,M Chinnaswamy Stadium,7,field,0,1,0,by wickets,6,7,413,509,499,Bangalore,India,151,153,2,7
980988,12-May-16,11,6,9,"Rajiv Gandhi International Stadium, Uppal",6,field,0,1,0,by wickets,7,6,350,508,481,Hyderabad,India,146,150,11,6
980990,13-May-16,7,4,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,7,bat,0,1,0,by wickets,7,4,409,482,498,Visakhapatnam,India,124,127,7,4
980992,14-May-16,2,13,9,M Chinnaswamy Stadium,13,field,0,1,0,by runs,144,2,110,509,521,Bangalore,India,244,104,2,13
980994,14-May-16,1,12,9,Eden Gardens,12,bat,0,1,1,by wickets,8,1,31,511,497,Kolkata,India,103,66,12,1
980996,15-May-16,4,11,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",4,bat,0,1,0,by wickets,7,11,427,510,481,Chandigarh,India,179,180,4,11
980998,15-May-16,7,6,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,6,field,0,1,0,by runs,80,7,413,507,498,Visakhapatnam,India,206,126,7,6
981000,16-May-16,1,2,9,Eden Gardens,2,field,0,1,0,by wickets,9,2,8,505,511,Kolkata,India,183,186,1,2
981002,17-May-16,12,6,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,12,field,0,1,1,by runs,19,12,106,507,499,Visakhapatnam,India,121,76,6,12
981004,18-May-16,2,4,9,M Chinnaswamy Stadium,4,field,0,1,1,by runs,82,2,8,510,481,Bangalore,India,211,120,2,4
981006,19-May-16,13,1,9,Green Park,13,field,0,1,0,by wickets,6,13,147,495,498,Kanpur,India,124,125,1,13
981008,20-May-16,6,11,9,Shaheed Veer Narayan Singh International Stadium,6,field,0,1,0,by wickets,6,6,339,511,497,Raipur,India,158,161,11,6
981010,21-May-16,12,4,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4,bat,0,1,0,by wickets,4,12,20,482,507,Visakhapatnam,India,172,173,4,12
981012,21-May-16,13,7,9,Green Park,13,field,0,1,0,by wickets,6,13,21,495,498,Kanpur,India,172,173,7,13
981014,22-May-16,1,11,9,Eden Gardens,11,field,0,1,0,by runs,22,1,31,510,481,Kolkata,India,171,149,1,11
981016,22-May-16,6,2,9,Shaheed Veer Narayan Singh International Stadium,2,field,0,1,0,by wickets,6,2,8,511,497,Raipur,India,138,139,6,2
981018,24-May-16,13,2,9,M Chinnaswamy Stadium,2,field,0,1,0,by wickets,4,2,110,495,482,Bangalore,India,158,159,13,2
981020,25-May-16,11,1,9,Feroz Shah Kotla,1,field,0,1,0,by runs,22,11,163,481,499,Delhi,India,162,140,11,1
981022,27-May-16,13,11,9,Feroz Shah Kotla,11,field,0,1,0,by wickets,4,11,187,481,498,Delhi,India,162,163,13,11
981024,29-May-16,2,11,9,M Chinnaswamy Stadium,11,bat,0,1,0,by runs,8,11,385,482,497,Bangalore,India,208,200,11,2
